Chr,C2U start,C2U end,U/C,Strand
chr1,28608671,28608672,0.136364,+
chr1,28608978,28608979,0.22561,+
chr1,28608982,28608983,0.106667,+
chr1,28661012,28661013,0.139241,+
chr1,28661985,28661986,0.102041,+
chr1,28662388,28662389,0.118644,+
chr1,28793186,28793187,0.119403,+
chr1,28800591,28800592,0.107692,+
chr1,28823120,28823121,0.144928,+
chr1,28823640,28823641,0.122449,+
chr1,28824541,28824542,0.104478,+
chr1,28824564,28824565,0.107143,+
chr1,28824944,28824945,0.206186,+
chr1,28824998,28824999,0.181818,+
chr1,28825143,28825144,0.101695,+
chr1,28826334,28826335,0.216667,+
chr1,28826385,28826386,0.139535,+
chr1,28826484,28826485,0.195122,+
chr1,28826492,28826493,0.109589,+
chr1,28835378,28835379,0.160584,+
chr1,28835589,28835590,0.134426,+
chr1,28835668,28835669,0.16,+
chr1,28835828,28835829,0.126087,+
chr1,28836084,28836085,0.115854,+
chr1,28836207,28836208,0.105263,+
chr1,28864404,28864405,0.120805,+
chr1,28864564,28864565,0.12,+
chr1,28864710,28864711,0.104839,+
chr1,28864742,28864743,0.121622,+
chr1,28864760,28864761,0.112108,+
chr1,28864762,28864763,0.12931,+
chr1,28864835,28864836,0.112745,+
chr1,28865456,28865457,0.148515,+
chr1,28865469,28865470,0.15,+
chr1,28865561,28865562,0.151515,+
chr1,28865583,28865584,0.102041,+
chr1,28865664,28865665,0.114286,+
chr1,28904161,28904162,0.12766,+
chr1,28929648,28929649,0.126761,-
chr1,28929778,28929779,0.163934,-
chr1,28929903,28929904,0.119266,-
chr1,28929926,28929927,0.103774,-
chr1,28929951,28929952,0.233645,-
chr1,28930045,28930046,0.106557,-
chr1,28930047,28930048,0.1,-
chr1,29043487,29043488,0.113636,+
chr1,29069171,29069172,0.145038,+
chr1,29069355,29069356,0.109756,+
chr1,29069727,29069728,0.119403,+
chr1,29069923,29069924,0.113821,+
chr1,29070006,29070007,0.161558,+
chr1,29070124,29070125,0.114303,+
chr1,29070131,29070132,0.106537,+
chr1,29070226,29070227,0.10687,-
chr1,29070297,29070298,0.116191,+
chr1,29070309,29070310,0.172874,+
chr1,29070352,29070353,0.115997,+
chr1,29070433,29070434,0.101239,+
chr1,29070468,29070469,0.142945,+
chr1,29095452,29095453,0.110315,+
chr1,29095476,29095477,0.118812,+
chr1,29095561,29095562,0.119792,+
chr1,29095574,29095575,0.179825,+
chr1,29095584,29095585,0.171123,+
chr1,29095629,29095630,0.139535,+
chr1,29095765,29095766,0.205128,+
chr1,29095972,29095973,0.149425,+
chr1,29095980,29095981,0.138462,+
chr1,29096029,29096030,0.222727,+
chr1,29096043,29096044,0.107143,+
chr1,29096075,29096076,0.104046,+
chr1,29096133,29096134,0.100962,+
chr1,29096177,29096178,0.26616,+
chr1,29096258,29096259,0.102564,+
chr1,29443525,29443526,0.105263,+
chr1,29443552,29443553,0.145455,+
chr1,29444260,29444261,0.103774,+
chr1,29444417,29444418,0.132075,+
chr1,29444454,29444455,0.102941,+
chr1,29445149,29445150,0.116071,+
chr1,29446278,29446279,0.125,+
chr1,29446371,29446372,0.158333,+
chr1,29446376,29446377,0.101562,+
chr1,29446531,29446532,0.135135,+
chr1,29474272,29474273,0.133333,-
chr1,29474453,29474454,0.132576,-
chr1,29474470,29474471,0.226337,-
chr1,29474598,29474599,0.100529,-
chr1,29474697,29474698,0.178571,-
chr1,29474824,29474825,0.113208,-
chr1,29474832,29474833,0.179372,-
chr1,29474839,29474840,0.107438,-
chr1,29474857,29474858,0.108696,-
chr1,29474877,29474878,0.157895,-
chr1,29474933,29474934,0.105263,-
chr1,29481393,29481394,0.158537,-
chr1,29485932,29485933,0.106383,-
chr1,29485943,29485944,0.119718,-
chr1,31346048,31346049,0.109091,-
chr1,31404461,31404462,0.116022,-
chr1,31404736,31404737,0.134752,-
chr1,31405204,31405205,0.101695,-
chr1,31732597,31732598,0.102564,-
chr1,31732655,31732656,0.154839,-
chr1,31732741,31732742,0.156379,-
chr1,31837488,31837489,0.152174,+
chr1,31837572,31837573,0.153846,+
chr1,31837626,31837627,0.127273,+
chr1,31837706,31837707,0.108108,+
chr1,31837756,31837757,0.192308,+
chr1,31899567,31899568,0.111111,+
chr1,31907478,31907479,0.155556,+
chr1,32095488,32095489,0.25,-
chr1,32095548,32095549,0.258824,-
chr1,32095750,32095751,0.153846,-
chr1,32096085,32096086,0.106061,-
chr1,32096164,32096165,0.111111,-
chr1,32192810,32192811,0.118644,-
chr1,32192966,32192967,0.15873,-
chr1,32196767,32196768,0.162162,-
chr1,32207516,32207517,0.228571,-
chr1,32372583,32372584,0.188889,-
chr1,32372659,32372660,0.158192,-
chr1,32372664,32372665,0.180233,-
chr1,32372734,32372735,0.1,-
chr1,32372940,32372941,0.111111,-
chr1,32373003,32373004,0.104167,-
chr1,32373064,32373065,0.153226,-
chr1,32373244,32373245,0.101124,-
chr1,32373337,32373338,0.167832,-
chr1,32373425,32373426,0.176471,-
chr1,32374428,32374429,0.180328,-
chr1,32374505,32374506,0.105556,-
chr1,32375664,32375665,0.122222,-
chr1,32384713,32384714,0.134078,-
chr1,32509259,32509260,0.169435,+
chr1,32568231,32568232,0.122951,+
chr1,32636821,32636822,0.102041,+
chr1,32637180,32637181,0.137255,+
chr1,32637326,32637327,0.109756,+
chr1,32638077,32638078,0.145161,+
chr1,32638083,32638084,0.148148,+
chr1,32638917,32638918,0.111111,+
chr1,32639927,32639928,0.153846,+
chr1,32640436,32640437,0.173333,+
chr1,32640861,32640862,0.1,+
chr1,32641732,32641733,0.136,+
chr1,32641994,32641995,0.114943,+
chr1,32642016,32642017,0.192,+
chr1,32642058,32642059,0.123457,+
chr1,32660900,32660901,0.102941,+
chr1,32663619,32663620,0.141304,+
chr1,32682099,32682100,0.176471,-
chr1,32682211,32682212,0.102564,-
chr1,32692040,32692041,0.140673,+
chr1,32696772,32696773,0.152727,+
chr1,32697158,32697159,0.134328,+
chr1,32797090,32797091,0.105263,+
chr1,32798718,32798719,0.128571,+
chr1,32798772,32798773,0.140187,+
chr1,32799567,32799568,0.111969,-
chr1,32799644,32799645,0.113971,-
chr1,32799692,32799693,0.153125,-
chr1,33058576,33058577,0.113636,+
chr1,33065833,33065834,0.129032,+
chr1,33066010,33066011,0.166667,+
chr1,33066060,33066061,0.118644,+
chr1,33066066,33066067,0.129032,+
chr1,33066120,33066121,0.103448,+
chr1,33066148,33066149,0.102273,+
chr1,33066495,33066496,0.125,+
chr1,33069602,33069603,0.1,+
chr1,33069994,33069995,0.216216,+
chr1,33070436,33070437,0.142857,+
chr1,33133973,33133974,0.1,+
chr1,33145294,33145295,0.108434,+
chr1,33145505,33145506,0.142222,+
chr1,33145695,33145696,0.126582,+
chr1,33146645,33146646,0.102041,+
chr1,33148957,33148958,0.105263,+
chr1,33149162,33149163,0.157895,+
chr1,33150163,33150164,0.123077,+
chr1,33150184,33150185,0.131148,+
chr1,33150392,33150393,0.131579,+
chr1,33150669,33150670,0.123077,+
chr1,33151574,33151575,0.108108,+
chr1,33151701,33151702,0.103093,+
chr1,33151765,33151766,0.155556,+
chr1,33239665,33239666,0.166667,+
chr1,33239750,33239751,0.107143,+
chr1,33239873,33239874,0.132353,+
chr1,33240212,33240213,0.166667,+
chr1,33241066,33241067,0.135135,-
chr1,33241295,33241296,0.136519,-
chr1,33241415,33241416,0.12709,-
chr1,33241662,33241663,0.104348,-
chr1,33276559,33276560,0.15528,-
chr1,33292101,33292102,0.12963,+
chr1,33292109,33292110,0.105263,+
chr1,33292114,33292115,0.153846,+
chr1,33292193,33292194,0.129032,+
chr1,33292283,33292284,0.20202,+
chr1,33292360,33292361,0.142857,+
chr1,33292484,33292485,0.122807,+
chr1,33322075,33322076,0.170732,+
chr1,33322096,33322097,0.166667,+
chr1,33322103,33322104,0.16129,+
chr1,33322740,33322741,0.1,+
chr1,33322777,33322778,0.103448,+
chr1,33323241,33323242,0.113636,+
chr1,33323305,33323306,0.1875,+
chr1,33323401,33323402,0.148936,+
chr1,33323414,33323415,0.12766,+
chr1,33323492,33323493,0.1,+
chr1,33323808,33323809,0.111111,+
chr1,33323840,33323841,0.138462,+
chr1,33324038,33324039,0.179487,+
chr1,33324265,33324266,0.109091,+
chr1,33324301,33324302,0.138889,+
chr1,33324356,33324357,0.111111,+
chr1,33360973,33360974,0.114286,-
chr1,33361182,33361183,0.215686,-
chr1,33429722,33429723,0.1,-
chr1,33474634,33474635,0.146199,-
chr1,33474732,33474733,0.138686,-
chr1,33475266,33475267,0.196262,-
chr1,33476285,33476286,0.106061,-
chr1,33478656,33478657,0.103448,-
chr1,33478719,33478720,0.184,-
chr1,33765938,33765939,0.170732,+
chr1,33765985,33765986,0.189873,+
chr1,33766012,33766013,0.121212,+
chr1,33789679,33789680,0.119403,-
chr1,33789851,33789852,0.107527,-
chr1,33789872,33789873,0.128571,-
chr1,33789902,33789903,0.12963,-
chr1,33790112,33790113,0.105263,-
chr1,33794602,33794603,0.139535,-
chr1,35320740,35320741,0.176471,-
chr1,35321246,35321247,0.114286,-
chr1,35321378,35321379,0.121951,-
chr1,35581061,35581062,0.162162,+
chr1,35648883,35648884,0.113636,-
chr1,35657012,35657013,0.108491,-
chr1,35816847,35816848,0.116667,+
chr1,35824759,35824760,0.155556,+
chr1,35847311,35847312,0.105263,+
chr1,35864030,35864031,0.111111,+
chr1,35879609,35879610,0.107692,+
chr1,35879638,35879639,0.111111,+
chr1,35885280,35885281,0.257143,+
chr1,35885646,35885647,0.116667,+
chr1,35885845,35885846,0.114286,+
chr1,35886420,35886421,0.142857,+
chr1,35886781,35886782,0.135135,+
chr1,35886805,35886806,0.142857,+
chr1,35886841,35886842,0.207547,+
chr1,35887199,35887200,0.105263,+
chr1,35899282,35899283,0.171429,-
chr1,35932224,35932225,0.136364,-
chr1,35972231,35972232,0.194444,-
chr1,36031376,36031377,0.230769,+
chr1,36066246,36066247,0.1,-
chr1,36067479,36067480,0.181818,-
chr1,36067997,36067998,0.151515,-
chr1,36068524,36068525,0.102941,-
chr1,36068787,36068788,0.107477,-
chr1,36068802,36068803,0.135371,-
chr1,36074862,36074863,0.155642,-
chr1,36074991,36074992,0.100719,-
chr1,36179810,36179811,0.1,-
chr1,36180470,36180471,0.126984,-
chr1,36180509,36180510,0.104651,-
chr1,36180709,36180710,0.1,-
chr1,36180791,36180792,0.111111,-
chr1,36180948,36180949,0.112903,-
chr1,36186433,36186434,0.12,-
chr1,36186437,36186438,0.122449,-
chr1,36200424,36200425,0.109091,-
chr1,36200662,36200663,0.1,-
chr1,36201370,36201371,0.116279,-
chr1,36201898,36201899,0.105263,-
chr1,36202024,36202025,0.18,-
chr1,36230007,36230008,0.113402,-
chr1,36559240,36559241,0.19685,+
chr1,36559271,36559272,0.196078,+
chr1,36559300,36559301,0.101266,+
chr1,36559514,36559515,0.122449,+
chr1,36602491,36602492,0.172043,-
chr1,36602495,36602496,0.113139,-
chr1,36602604,36602605,0.156863,-
chr1,36602617,36602618,0.133858,-
chr1,36602671,36602672,0.112903,-
chr1,36602707,36602708,0.23913,-
chr1,36646075,36646076,0.1,+
chr1,36769751,36769752,0.143939,+
chr1,36770484,36770485,0.119048,+
chr1,36805267,36805268,0.1,-
chr1,36805278,36805279,0.189189,-
chr1,36805290,36805291,0.111111,-
chr1,36807418,36807419,0.150685,-
chr1,36859107,36859108,0.17,-
chr1,36859139,36859140,0.141732,-
chr1,36859288,36859289,0.146552,-
chr1,36859551,36859552,0.152174,-
chr1,36859669,36859670,0.111111,-
chr1,36926312,36926313,0.104348,-
chr1,37958804,37958805,0.105263,-
chr1,37958952,37958953,0.102941,-
chr1,37958982,37958983,0.145833,-
chr1,37959247,37959248,0.133333,-
chr1,38002229,38002230,0.1,-
chr1,38002898,38002899,0.102564,-
chr1,38006256,38006257,0.120482,-
chr1,38034483,38034484,0.132867,-
chr1,38041255,38041256,0.130435,-
chr1,38048413,38048414,0.136364,-
chr1,38048478,38048479,0.117647,-
chr1,38053070,38053071,0.120482,-
chr1,38147375,38147376,0.102041,-
chr1,38147525,38147526,0.106667,-
chr1,38147741,38147742,0.222222,-
chr1,38148282,38148283,0.140351,-
chr1,38148671,38148672,0.119403,-
chr1,38148745,38148746,0.125,-
chr1,38265313,38265314,0.140351,+
chr1,38265324,38265325,0.212766,+
chr1,38265391,38265392,0.160494,+
chr1,38265678,38265679,0.112245,+
chr1,38265762,38265763,0.188119,+
chr1,38266106,38266107,0.1,+
chr1,38266340,38266341,0.141176,+
chr1,38266593,38266594,0.116883,+
chr1,38266730,38266731,0.216495,+
chr1,38268544,38268545,0.121212,+
chr1,38269482,38269483,0.120968,-
chr1,38269532,38269533,0.118182,-
chr1,38269535,38269536,0.151786,-
chr1,38274769,38274770,0.108571,+
chr1,38274807,38274808,0.167883,+
chr1,38275041,38275042,0.1,+
chr1,38275729,38275730,0.1,-
chr1,38276848,38276849,0.151515,-
chr1,38278658,38278659,0.105263,-
chr1,38279011,38279012,0.121212,-
chr1,38279740,38279741,0.131579,-
chr1,38288292,38288293,0.1,-
chr1,38422908,38422909,0.125,-
chr1,39176887,39176888,0.234375,+
chr1,39304013,39304014,0.184211,-
chr1,39304021,39304022,0.113924,-
chr1,39304136,39304137,0.12069,-
chr1,39304273,39304274,0.12766,-
chr1,39304412,39304413,0.241379,-
chr1,39304429,39304430,0.193548,-
chr1,39304620,39304621,0.137931,-
chr1,39304745,39304746,0.230769,-
chr1,39304832,39304833,0.25641,-
chr1,39305041,39305042,0.1,-
chr1,39305053,39305054,0.111111,-
chr1,39305304,39305305,0.104167,-
chr1,39317404,39317405,0.1,-
chr1,39329286,39329287,0.108108,-
chr1,39329632,39329633,0.101449,-
chr1,39330246,39330247,0.104762,-
chr1,39330296,39330297,0.178571,-
chr1,39470006,39470007,0.128713,+
chr1,39470416,39470417,0.180328,+
chr1,39470473,39470474,0.132231,+
chr1,39471055,39471056,0.154696,+
chr1,39471259,39471260,0.128571,+
chr1,39896535,39896536,0.105263,+
chr1,39898254,39898255,0.133333,+
chr1,39900171,39900172,0.102564,+
chr1,39950302,39950303,0.128205,+
chr1,39950333,39950334,0.109091,+
chr1,39951336,39951337,0.103448,+
chr1,39951516,39951517,0.103448,+
chr1,39951540,39951541,0.12,+
chr1,39951606,39951607,0.1,+
chr1,39952083,39952084,0.21875,+
chr1,40026704,40026705,0.116279,-
chr1,40034517,40034518,0.144828,-
chr1,40034550,40034551,0.130435,-
chr1,40041917,40041918,0.131868,-
chr1,40219236,40219237,0.163793,+
chr1,40219336,40219337,0.134615,+
chr1,40219344,40219345,0.125,+
chr1,40219359,40219360,0.1,+
chr1,40306998,40306999,0.117647,-
chr1,40307074,40307075,0.135593,-
chr1,40307257,40307258,0.107143,-
chr1,40525769,40525770,0.114943,+
chr1,40537265,40537266,0.142857,+
chr1,40537671,40537672,0.138365,+
chr1,40537914,40537915,0.114286,+
chr1,40538014,40538015,0.17757,+
chr1,40538552,40538553,0.112426,-
chr1,40538610,40538611,0.14094,-
chr1,40538621,40538622,0.1,-
chr1,40538760,40538761,0.145833,-
chr1,40538811,40538812,0.107527,-
chr1,40538855,40538856,0.242105,-
chr1,40538914,40538915,0.159574,-
chr1,40538916,40538917,0.182796,-
chr1,40539104,40539105,0.116438,-
chr1,40539321,40539322,0.125,-
chr1,40539410,40539411,0.104762,-
chr1,40539439,40539440,0.171642,-
chr1,40539499,40539500,0.114035,-
chr1,40539503,40539504,0.135135,-
chr1,40539626,40539627,0.15528,-
chr1,40539716,40539717,0.133333,-
chr1,40555101,40555102,0.105263,-
chr1,40654795,40654796,0.140351,+
chr1,40697286,40697287,0.102564,+
chr1,40701679,40701680,0.119048,+
chr1,40701742,40701743,0.129032,+
chr1,40702523,40702524,0.131579,+
chr1,40702573,40702574,0.19697,+
chr1,40702785,40702786,0.118644,+
chr1,40703436,40703437,0.101449,+
chr1,40703482,40703483,0.123077,+
chr1,40703973,40703974,0.114286,+
chr1,40704519,40704520,0.164384,+
chr1,40704565,40704566,0.125,+
chr1,40704639,40704640,0.103896,+
chr1,40704860,40704861,0.111111,+
chr1,40705155,40705156,0.117647,+
chr1,40705367,40705368,0.125,+
chr1,40705833,40705834,0.162162,+
chr1,40705895,40705896,0.104762,+
chr1,40705928,40705929,0.116667,+
chr1,40705931,40705932,0.145161,+
chr1,40706081,40706082,0.131579,+
chr1,40706090,40706091,0.1,+
chr1,40706140,40706141,0.179245,+
chr1,40706241,40706242,0.212766,+
chr1,40706354,40706355,0.173333,+
chr1,40706377,40706378,0.146341,+
chr1,40758366,40758367,0.128571,+
chr1,40758446,40758447,0.232877,+
chr1,40758570,40758571,0.210526,+
chr1,40759297,40759298,0.109091,+
chr1,40759426,40759427,0.1,+
chr1,40759581,40759582,0.113208,+
chr1,40759682,40759683,0.155172,+
chr1,40888428,40888429,0.16129,+
chr1,40888452,40888453,0.142857,+
chr1,40947505,40947506,0.1,+
chr1,41236711,41236712,0.121212,+
chr1,41236777,41236778,0.1,+
chr1,41236822,41236823,0.1,+
chr1,41236855,41236856,0.104167,+
chr1,41236908,41236909,0.125,+
chr1,41236994,41236995,0.121951,+
chr1,41237159,41237160,0.145161,+
chr1,41461675,41461676,0.118421,+
chr1,41477709,41477710,0.190217,+
chr1,41478000,41478001,0.1,+
chr1,41478101,41478102,0.126316,+
chr1,41478129,41478130,0.12931,+
chr1,41492935,41492936,0.16,-
chr1,42642368,42642369,0.15493,-
chr1,42642384,42642385,0.119403,-
chr1,42642387,42642388,0.101695,-
chr1,42642434,42642435,0.142857,-
chr1,42642844,42642845,0.109091,-
chr1,42643500,42643501,0.113636,-
chr1,42643506,42643507,0.105263,-
chr1,42643901,42643902,0.128205,-
chr1,42644731,42644732,0.15,-
chr1,42880421,42880422,0.129032,+
chr1,42925656,42925657,0.125,+
chr1,43142401,43142402,0.3,+
chr1,43148321,43148322,0.226463,+
chr1,43149116,43149117,0.159091,+
chr1,43162334,43162335,0.178571,+
chr1,43162423,43162424,0.153713,+
chr1,43166470,43166471,0.267516,+
chr1,43166562,43166563,0.226415,+
chr1,43166565,43166566,0.10274,+
chr1,43166581,43166582,0.134715,+
chr1,43166618,43166619,0.126482,+
chr1,43167701,43167702,0.229935,+
chr1,43167837,43167838,0.146893,+
chr1,43167871,43167872,0.193853,+
chr1,43168023,43168024,0.102041,+
chr1,43212077,43212078,0.175,-
chr1,43212095,43212096,0.104167,-
chr1,43241147,43241148,0.162162,+
chr1,43272734,43272735,0.16129,-
chr1,43272767,43272768,0.115385,-
chr1,43272774,43272775,0.111111,-
chr1,43272955,43272956,0.232558,-
chr1,43273068,43273069,0.207792,-
chr1,43391862,43391863,0.130435,-
chr1,43391899,43391900,0.116883,-
chr1,43391990,43391991,0.197531,-
chr1,43392223,43392224,0.14433,-
chr1,43392288,43392289,0.135135,-
chr1,43829240,43829241,0.12,-
chr1,43829539,43829540,0.121495,-
chr1,43830099,43830100,0.12069,-
chr1,43850079,43850080,0.113636,-
chr1,44056721,44056722,0.101124,+
chr1,44069605,44069606,0.129032,+
chr1,44069677,44069678,0.123457,+
chr1,44084820,44084821,0.147826,+
chr1,44087674,44087675,0.101124,+
chr1,44088006,44088007,0.12,+
chr1,44088128,44088129,0.104167,+
chr1,44088462,44088463,0.12069,+
chr1,44089197,44089198,0.101124,+
chr1,44089297,44089298,0.1,+
chr1,44170410,44170411,0.125,+
chr1,44171108,44171109,0.121951,+
chr1,44171118,44171119,0.146341,+
chr1,44415279,44415280,0.115385,+
chr1,44438230,44438231,0.109091,+
chr1,44438379,44438380,0.104478,+
chr1,44438592,44438593,0.177778,+
chr1,44438597,44438598,0.105882,+
chr1,44438694,44438695,0.145299,+
chr1,44438836,44438837,0.1,+
chr1,44438904,44438905,0.137615,+
chr1,44438944,44438945,0.126984,+
chr1,44438989,44438990,0.113208,+
chr1,44443675,44443676,0.128205,+
chr1,44443947,44443948,0.108911,+
chr1,44456122,44456123,0.10989,+
chr1,44456171,44456172,0.112903,+
chr1,44456246,44456247,0.129771,+
chr1,44456792,44456793,0.12,+
chr1,44456799,44456800,0.1,+
chr1,44686794,44686795,0.138686,-
chr1,44686915,44686916,0.134454,-
chr1,44713637,44713638,0.141361,-
chr1,45117338,45117339,0.178082,+
chr1,45117362,45117363,0.101266,+
chr1,45242390,45242391,0.183926,+
chr1,45242399,45242400,0.113772,+
chr1,45242417,45242418,0.170455,+
chr1,45243322,45243323,0.157096,+
chr1,45243388,45243389,0.16766,+
chr1,45243404,45243405,0.161192,+
chr1,45244270,45244271,0.193548,+
chr1,45244320,45244321,0.108932,+
chr1,45392397,45392398,0.1,-
chr1,45481225,45481226,0.107692,+
chr1,45808147,45808148,0.125,+
chr1,45808213,45808214,0.145833,+
chr1,45808818,45808819,0.122449,+
chr1,45809481,45809482,0.136986,+
chr1,45809608,45809609,0.115385,+
chr1,45809621,45809622,0.1,+
chr1,45976908,45976909,0.21223,-
chr1,45976913,45976914,0.100327,-
chr1,45976915,45976916,0.13412,-
chr1,45976953,45976954,0.131519,-
chr1,45981444,45981445,0.134396,-
chr1,46083822,46083823,0.114754,+
chr1,46083961,46083962,0.108108,+
chr1,46093250,46093251,0.204082,-
chr1,46093572,46093573,0.168224,-
chr1,46126492,46126493,0.196721,-
chr1,46126498,46126499,0.1,-
chr1,46159518,46159519,0.137255,+
chr1,46159832,46159833,0.145833,+
chr1,46488959,46488960,0.105263,+
chr1,46501241,46501242,0.123077,+
chr1,46501477,46501478,0.139535,+
chr1,46597588,46597589,0.1,-
chr1,46654460,46654461,0.107527,-
chr1,46654462,46654463,0.113402,-
chr1,46654807,46654808,0.136364,-
chr1,46654945,46654946,0.103448,-
chr1,46662727,46662728,0.114286,-
chr1,46738386,46738387,0.131579,+
chr1,46744113,46744114,0.1,-
chr1,46775963,46775964,0.227166,+
chr1,46782265,46782266,0.26506,+
chr1,46782274,46782275,0.138958,+
chr1,46782298,46782299,0.104167,+
chr1,46782327,46782328,0.218182,+
chr1,46782350,46782351,0.206208,+
chr1,46782361,46782362,0.104938,+
chr1,46782367,46782368,0.104822,+
chr1,46782434,46782435,0.114286,+
chr1,46782441,46782442,0.120879,+
chr1,47098453,47098454,0.142857,-
chr1,47098476,47098477,0.217391,-
chr1,47098734,47098735,0.111111,-
chr1,47098798,47098799,0.130435,-
chr1,47099134,47099135,0.111111,-
chr1,47099196,47099197,0.111111,-
chr1,47099325,47099326,0.140351,-
chr1,47099553,47099554,0.128205,-
chr1,47100665,47100666,0.2,-
chr1,47100789,47100790,0.142857,-
chr1,47100838,47100839,0.136842,-
chr1,47100931,47100932,0.213115,-
chr1,47100997,47100998,0.122137,-
chr1,47101165,47101166,0.169118,-
chr1,47101287,47101288,0.104478,-
chr1,47101415,47101416,0.213793,-
chr1,47101439,47101440,0.115942,-
chr1,47101451,47101452,0.115385,-
chr1,47108921,47108922,0.175,-
chr1,47140912,47140913,0.294118,-
chr1,47141719,47141720,0.128205,-
chr1,47141723,47141724,0.113636,-
chr1,47141924,47141925,0.125,-
chr1,47142317,47142318,0.122449,-
chr1,47142350,47142351,0.136364,-
chr1,47142408,47142409,0.1,-
chr1,47143077,47143078,0.129032,-
chr1,47143159,47143160,0.102041,-
chr1,47143916,47143917,0.129032,-
chr1,47184259,47184260,0.136364,-
